"responseid","manip","num_reason","reason"
"R_8wgM9tK7g2NS8nL",3,1,"Not everything is the fault of govt"
"R_8wgM9tK7g2NS8nL",3,2,"Many less well off people benefitted during pandemic also"
"R_PAqUAA1WqFg8UqR",4,1,"People in insecure jobs who had to stop work were not compensated properly"
"R_PAqUAA1WqFg8UqR",4,2,"Rich people were allowed to profit from the pandemic"
"R_3h6CLfxXXmsMLV6",4,1,"Not enough support for poorer people"
"R_3h6CLfxXXmsMLV6",4,2,"Poor healthcare for those who couldn't pay for it."
"R_2y8jPe3QsWqDkTr",5,1,"the government gave more money to their wealthy friends"
"R_2y8jPe3QsWqDkTr",5,2,"too many people were left with no income whatsoever after falling through the furlough and self employment support cracks"
"R_1nMxojXPqnwqKqK",5,1,"Government should step in to deal with social inequalities when the free market is not effective in doing so"
"R_1nMxojXPqnwqKqK",5,2,"That is the role of government"
"R_3k5qkdbpGF3kE5Y",4,1,"Providing purchase schemes without due diligence to their supports"
"R_3k5qkdbpGF3kE5Y",4,2,"Not helping those who had to continue to work through pandemic such as shop workers and delivery drivers"
"R_1rBzouHkxKqOgoA",5,1,"reluctance to implement windfall tax"
"R_1rBzouHkxKqOgoA",5,2,"allowing fuel companies to just say they need the money to look for alternatives yet it was unpredicted extra money and they have not used it for that purpose just extra dividends and bonuses"
"R_6hU4RBxEYxpaVix",4,1,"it saw the government make rules which where ok in some businesses but not in others."
"R_6hU4RBxEYxpaVix",4,2,"The government seem to give out the vaccine to other countries with no profit?r"
"R_12u1TkupE90Kx5q",3,1,"I don't think the governments policy was the sole cause of the issues"
"R_12u1TkupE90Kx5q",3,2,"There was some effect caused by government policy"
"R_3L54NNxBEgfA4aN",3,1,"the government could not have feasibly prevented job losses"
"R_3L54NNxBEgfA4aN",3,2,"Where jobs were lost were built into the fabric of society"
"R_2PpvdiE0gQsP4N4",4,1,"They should have helped lower earners who lost their jobs by guiding them to new prospects."
"R_2PpvdiE0gQsP4N4",4,2,"They should have given monetary help to them too."
"R_33EwJ2Lr8owEUJ8",3,1,"The government could have done more to support lower income households and prevent some of the hardships suffered"
"R_33EwJ2Lr8owEUJ8",3,2,"Very little the government did would likely have made a tangible impact given the changing landscape and uncertainty"
"R_30nMbxe1aTHZq28",4,1,"it's a global influence."
"R_30nMbxe1aTHZq28",4,2,"businesses cannot operate as usual."
"R_27jOFKcl5CGFMvx",4,1,"helping certain companies make extreme profits due to pandemic"
"R_27jOFKcl5CGFMvx",4,2,"not helping smaller companies enough during lockdown"
"R_3CSZU0GXLXCjbeN",3,1,"I don’t know if this is true"
"R_3CSZU0GXLXCjbeN",3,2,"However, current scrutiny of the governments behaviour indicates they are responsible"
"R_3rUIR8VtIEbSKVg",1,1,"A lot of the poorer people decided to go on demos as they did not believe"
"R_3rUIR8VtIEbSKVg",1,2,"A lot of poorer people refused to get the vaccine"
"R_QnRL3nituuvoijL",5,1,"Didnt care about poor"
"R_QnRL3nituuvoijL",5,2,"Didnt look at helping poor"
"R_BX7XEggo97OQPjX",4,1,"using companies unfairly"
"R_BX7XEggo97OQPjX",4,2,"picking incorrect companies for ppc etc"
"R_1IgeeBjfPIFWp7l",3,1,"The claims were not considered appropriately"
"R_1IgeeBjfPIFWp7l",3,2,"It was not organized properly"
"R_1l63bYBBjJKX2aI",2,1,"They had to carefully manage finances for our future so were unable to help more"
"R_1l63bYBBjJKX2aI",2,2,"Goverment subsidies really helped jobs by paying salaries for people nolt able to work during the crisis"
"R_2ASEBgdWcApAHOR",2,1,"COVID was a natural event that would always effect the unhealthiest the most"
"R_2ASEBgdWcApAHOR",2,2,"COVID showed a lack of resiliance planning in companies"
"R_1outVu7Aav8bi0e",3,1,"It was all unexpected and we’re having to make decisions for the first time."
"R_1outVu7Aav8bi0e",3,2,"They did not have control over the pandemic."
"R_A6hAMUesYEuXrBn",5,1,"Pharmaceutical companies made a big profit"
"R_A6hAMUesYEuXrBn",5,2,"Lower income families suffered"
"R_DnKM2hxBqubalzj",4,1,"They seem to have made up the rules and the remuneration for it."
"R_DnKM2hxBqubalzj",4,2,"They refused to take Covid seriously until we were beyond the point of sensible regulations."
"R_26bCjuf4lLKsEUY",5,1,"Provided help to some industries but not others"
"R_26bCjuf4lLKsEUY",5,2,"Too slow Re-openning"
"R_1DYWnvnj0uPBMME",4,1,"Too slow to act"
"R_1DYWnvnj0uPBMME",4,2,"Policy choices"
"R_1mEDLuxsAcV5zN6",5,1,"slow to react"
"R_1mEDLuxsAcV5zN6",5,2,"when they eventually reacted it was insufficient"
"R_1eDBZPlYfnDCUpW",4,1,"Poor policy decisions"
"R_1eDBZPlYfnDCUpW",4,2,"Not enough support for low income families"
"R_8ldFzSzSyr4slDX",4,1,"They made the decisions about how to respond to the pandemic"
"R_8ldFzSzSyr4slDX",4,2,"But then they couldnt entirely predict what was going to happen"
"R_26c1SO1OU3nzYiB",1,1,"The way care homes were dealt with at the start of the pandemic"
"R_26c1SO1OU3nzYiB",1,2,"Contracts being awarded to inappropriate people"
"R_uyUqAqOUScZsTbb",2,1,"the pandemic was an act of god so the gov should not be responsible"
"R_uyUqAqOUScZsTbb",2,2,"even though better decisions could have been made by the gov during the pandemic, they dont owe anyone anything now"
"R_30irJ7qvEArNA2A",5,1,"The rich got richer"
"R_30irJ7qvEArNA2A",5,2,"The poor got poorer"
"R_3KVlLIoF4TmfsXm",4,1,"These people had to go to work"
"R_3KVlLIoF4TmfsXm",4,2,"They were in contact with more people"
"R_333CUiJXLHf796o",4,1,"The government can’t control all of individuals actions"
"R_333CUiJXLHf796o",4,2,"Poorer had poorer health to start so more likely to fall ill with poorer outcomes"
"R_2BhBP66DCTn4l0N",2,1,"The government spent a lot of money on Furlough for all groups so tried to help everyone."
"R_2BhBP66DCTn4l0N",2,2,"Many people broke the rules putting themselves at risk, if everyone followed the rules it may have not been so bad."
"R_3nu3v7bT1zbSX9w",1,1,"Not the government’s fault"
"R_3nu3v7bT1zbSX9w",1,2,"This was a world wide thing"
"R_2qlSWPjx9HT5Drn",5,1,"The Goverment were greedy."
"R_2qlSWPjx9HT5Drn",5,2,"ThecGovernment did not always tell the truth."
"R_eWJagf23trmwZbz",3,1,"Pandemic response was driven by world authorities only implemented by uk government"
"R_eWJagf23trmwZbz",3,2,"People could still choose what they did regardless of imposed restrictions"
"R_2TKSyV6sMjFzGWN",5,1,"Uneven geographical govt response to covid"
"R_2TKSyV6sMjFzGWN",5,2,"Lack of investment in hospitals, GPs, etc in poorer parts of the country"
"R_VUxB51QZPBtWdjj",5,1,"Rules broken by the same government"
"R_VUxB51QZPBtWdjj",5,2,"The response from the government was a farce"
"R_UK3bKQq481ZSiC5",4,1,"Furlough payments"
"R_UK3bKQq481ZSiC5",4,2,"Payments to large companies"
"R_3Piw3VHaYmW35qf",5,1,"Giving contracts to lobbys"
"R_3Piw3VHaYmW35qf",5,2,"Spending taxpayers money, recklessly"
"R_1nZvP9HDLAROhQK",4,1,"Lack of action"
"R_1nZvP9HDLAROhQK",4,2,"Coruption"
"R_6AwHw70thKND3LX",5,1,"Unequal health outcomes based on government policy in food production"
"R_6AwHw70thKND3LX",5,2,"Lockdown adversely effected low and middle income households, as it was designed to do, and this led to severe mental health and so poor physical health outcomes"
"R_3oRPiQwOhmD0KhL",4,1,"The Tax loopholes helped with this"
"R_3oRPiQwOhmD0KhL",4,2,"The government should be questioned about their spending too like what they did in test & trace of wasting billions of money on this."
"R_en6SChQiZRnWVXj",4,1,"Gross overspend of taxpayer money on track and trace."
"R_en6SChQiZRnWVXj",4,2,"Over-reliance on expensive vaccine rather than allowing other cheaper alternatives, e.g. promoting healthy living."
"R_XsIPmeClZHDe5kR",4,1,"They look after their own"
"R_XsIPmeClZHDe5kR",4,2,"The Tories need the people who make big party donations to be happy"
"R_WebTAC6ann937cB",5,1,"No intervention on taking advantage of pandemic"
"R_WebTAC6ann937cB",5,2,"Not enough support for those worse off"
"R_10AYTN5PLmExdXk",4,1,"It overspent during the Pandemic"
"R_10AYTN5PLmExdXk",4,2,"It did not levy high enough taxes on higher income brackets"
"R_1HnsqzbvAFEvEAg",4,1,"the government awarded contracts to their own and allowed them to make further profits"
"R_1HnsqzbvAFEvEAg",4,2,"they allowed all the restrcictions for far too long whcih caused unemployment"
"R_3oZ7NklXzA8gf55",1,1,"the government did not cause the pandemic"
"R_3oZ7NklXzA8gf55",1,2,"individual's actions and lifestyles caused many of the different effects between individuals"
"R_2WAMrVblQjgFQFB",3,1,"Some policies were not well thought true but the pandemic was unprecedented, no one had experience on what to do, perhaps if we ever go through another we can blame the government for not learning from the last one"
"R_2WAMrVblQjgFQFB",3,2,"The lack of adherence to laws and complacency on the side of people led to escalation of the problems. People still went to pubs and threw parties over lockdown, leading to more spread and the need to extend lockdown measures thus worsening the situation"
"R_1pzdGfjgKfaLNwc",2,1,"It was a pandemic a d government had to take ""best fit"" actions in extreme circumstances"
"R_1pzdGfjgKfaLNwc",2,2,"Things like furlough in the UK probably prevented companies folding and higher job losses which would equally have been a burden on the state. But we all now need to soak up some of those costs in higher taxation"
"R_3M3h6HecllfwhqU",4,1,"The government paid out a great deal of taxpayers money to companies purporting to provide medical supplies during the pandemic"
"R_3M3h6HecllfwhqU",4,2,"The government had different 'rules' for themselves vs the rest of the population"
"R_3oBJeLZXHnnZIQw",1,1,"Every industry / company reacted differently. Some changed their approach whilst others just closed."
"R_3oBJeLZXHnnZIQw",1,2,"The government treated everyone the same. It is not their fault that some people are better off than others."
"R_zSRYL7bynWvZrr3",5,1,"The government made it difficult for the poor with lockdowns and other restrictions"
"R_zSRYL7bynWvZrr3",5,2,"The government allowed big business to benefit from the pandemic by giving contracts to certain companies"
"R_23UYM9JrH8UIhKt",4,1,"the government should have only given money handouts to people who needed it not across the board"
"R_23UYM9JrH8UIhKt",4,2,"the poor have been made progressively poorer over years of miss governing"
"R_1mKkUC9xRHKfX0w",3,1,"unconvinced by the statement"
"R_1mKkUC9xRHKfX0w",3,2,"government panicked & failed to take broad advice"
"R_1CxyvFAVKuPEIAj",5,1,"Government created or helped create conditions ahead of pandemic tbat caused outcomes"
"R_1CxyvFAVKuPEIAj",5,2,"Lockdown polivies impacted people unequally"
"R_RmeKbPBa8t6YSfD",4,1,"the richer people gained the most"
"R_RmeKbPBa8t6YSfD",4,2,"poorer people faced higher bills and job losses"
"R_3WwzLTHaqvWBIA1",5,1,"The mis-selling/misappropriation of PPE"
"R_3WwzLTHaqvWBIA1",5,2,"The 37 billion on test n trace inadequate system"
"R_3RmTDPd9Hoa03dc",2,1,"The government put many people on paid furlough, me included."
"R_3RmTDPd9Hoa03dc",2,2,"The pandemic affected poorer people more because of crowded accomodation."
"R_3OjpYxmj81ZnlGu",2,1,"It is not the government’s fault some jobs can’t be done remotely."
"R_3OjpYxmj81ZnlGu",2,2,"The government tried to help the poorest in society."
"R_30kJC90mctXVhzW",5,1,"Failure to provide economic support for the lowest-income households"
"R_30kJC90mctXVhzW",5,2,"Failure to tax excess profits and the highest-income households"
"R_2f7O26wzU2VROvN",5,1,"Too much corruption"
"R_2f7O26wzU2VROvN",5,2,"Contracts to 'friends' for useless protection that did not protect."
"R_1Fl9LmHNL6FwbSx",5,1,"Because the Government are ideologically opposed to taxation which is a ludicrous and spiteful stance in these current circumstances"
"R_1Fl9LmHNL6FwbSx",5,2,"Because the Government are, to a man, unqualified to manage the economy and every other part of society."
"R_2E0j2BXjhek0F6O",4,1,"not enough support for low paid healthcare workers"
"R_2E0j2BXjhek0F6O",4,2,"policy did not consider effects on low paid"
"R_3koag9Pg1y8IIVt",2,1,"job losses for the poor was inevitable because of the type of employment the poorer people take part in eg hospitality"
"R_3koag9Pg1y8IIVt",2,2,"poorer people would not have been as healthy and unable to withstand covid infections as well as more affluent workers"
"R_3qkEU9578IHl9QF",3,1,"businesses couldn't afford to pay low wage workers"
"R_3qkEU9578IHl9QF",3,2,"dont know"
"R_2flWVquCNfTr73e",4,1,"Looking after companys to get contracts"
"R_2flWVquCNfTr73e",4,2,"To much lost in fraud"
"R_3j6hDdnM6aIkM8D",4,1,"The country needed to continue to run"
"R_3j6hDdnM6aIkM8D",4,2,"Industry had to continue to supply food"
"R_Wez1OETNH7gVbnH",4,1,"PPE shortage could have been avoided with forward planning"
"R_Wez1OETNH7gVbnH",4,2,"Too much money siphoned off into the pockets of Tory party donors"
"R_1lgUSMcFJropo1L",4,1,"The government did not treat everyone equally"
"R_1lgUSMcFJropo1L",4,2,"The low income households suffered"
"R_3M6kehrcrz7fQZ7",4,1,"Lockdowns across the board were a mistake"
"R_3M6kehrcrz7fQZ7",4,2,"Furlough payments were unsustainable"
"R_1DRRq8gfLZAccHS",4,1,"lockdown was too long"
"R_1DRRq8gfLZAccHS",4,2,"furlough was a joke"
"R_1GB6xDfc2rWeFfl",4,1,"High ranking government officials siphoned public funds into their own pockets by awarding tenders for PPE unfairly to their 'friends and family'"
"R_1GB6xDfc2rWeFfl",4,2,"Many businesses benefitted from Covid grants which did little to sustain the economy"
"R_3rYZoRwFrs1hBBQ",5,1,"The present Government doesn't live in the real world."
"R_3rYZoRwFrs1hBBQ",5,2,"The present Government doesn't care about anything other than themselves."
"R_1DFP2sDhfkvUoOu",4,1,"-99"
"R_1DFP2sDhfkvUoOu",4,2,"-99"
"R_1rH65AtMs8ILKad",1,1,"It was a natural event not caused by the government"
"R_1rH65AtMs8ILKad",1,2,"The disproportionate burden on the poor is just bad luck."
"R_suRJ12iTuS6qTIJ",2,1,"Not in their power"
"R_suRJ12iTuS6qTIJ",2,2,"Individual choices"
"R_2czwRkI5JEw3tX3",5,1,"Government acted on information that was not accurate on the spread of such virus, Government manipulated the information on new viruses spreading.So this further worsened the situation for people of the nation."
"R_2czwRkI5JEw3tX3",5,2,"Government made lock down rules mandatory, and people suffered with lower income levels as a result."
"R_2TAHCONImmUVqC2",4,1,"Health service"
"R_2TAHCONImmUVqC2",4,2,"Government"
"R_3sbpuvSZe2ZJ44g",4,1,"They awarded PPE contracts to companies that were unfit which caused more infections."
"R_3sbpuvSZe2ZJ44g",4,2,"Should have gone in lockdown sooner."
"R_3q9IJKEvVX6s43q",5,1,"Low income workers were getting next to no wage"
"R_3q9IJKEvVX6s43q",5,2,"Some small company’s were not paying people who could not work through the pandemic due to health problems"
"R_3MN0fdEhmIy2Fy1",5,1,"They followed advice from SAGE based on models from Neil Ferguson that were much too high."
"R_3MN0fdEhmIy2Fy1",5,2,"They allowed online stores to operate but forced closure on many small ones."
"R_ZKnlqcLmMi93gFr",4,1,"They made small businesses close due to the restrictions, affecting those with less income"
"R_ZKnlqcLmMi93gFr",4,2,"The government drew attention to the nhs but didn’t increase pay so it wasn’t enough compared to what the nhs staff were going through"
"R_3lQtNIaDC96WY6x",4,1,"they didn't do enough"
"R_3lQtNIaDC96WY6x",4,2,"not sure"
"R_1PZVGGYFr2r3sOI",5,1,"The government contracted out to friends/associates for provision of various supplies"
"R_1PZVGGYFr2r3sOI",5,2,"The government did not adhere to the restrictions they imposed."
"R_3nwVaxLAOxnDiBM",3,1,"Government provided support during the pandemic"
"R_3nwVaxLAOxnDiBM",3,2,"Jobs were protected or furlough paid"
"R_2zIQgJeOgTBAxAD",2,1,"People made no effort to look at alternative work"
"R_2zIQgJeOgTBAxAD",2,2,"Where are the statistics to give this evidence"
"R_2b36o0B9WOAw0uZ",4,1,"gave contracts to their friends and donors"
"R_2b36o0B9WOAw0uZ",4,2,"wasted 45 billion on covid app"
"R_3NVcDkcSbO9Kb9Z",3,1,"You can’t hold the government responsible for economic international situations"
"R_3NVcDkcSbO9Kb9Z",3,2,"I feel that a lot of people brought many of the problems on themselves"
"R_dcyWXknYG5Yzwad",3,1,"You cannot generalise"
"R_dcyWXknYG5Yzwad",3,2,"Was an impossible situation"
"R_21BxhaxXY9iWGZ9",4,1,"They had to work regardless"
"R_21BxhaxXY9iWGZ9",4,2,"Couldn’t afford transport for testing , jabs etc"
"R_1hYmTP04Ak5dQJh",2,1,"It was individuals responsibility to look after them selves"
"R_1hYmTP04Ak5dQJh",2,2,"Vivid did not choose who to infect"
"R_vPLnGpNIP6JRFQt",5,1,"Lower income groups had less money to keep themselves healthier."
"R_vPLnGpNIP6JRFQt",5,2,"A lot of businessses were fraudently claiming money and which has unfairly been written off. There were millions of pounds fraudently claimed during the pandemic."
"R_1r7UMinKNRK8Cqb",4,1,"people on a low income anyway suffered more when furloughed"
"R_1r7UMinKNRK8Cqb",4,2,"smaller businesses weren't protected enough"
"R_vcvsLQnf4xtWUpP",3,1,"Businesses also have a responsibility"
"R_vcvsLQnf4xtWUpP",3,2,"Economic forces have an effect"
"R_sjkRTtjNevuZsVH",3,1,"There are underlying factors that need to be considered befor making a decision"
"R_sjkRTtjNevuZsVH",3,2,"Can’t comment without knowing more information"
"R_Zkny5qD4yHYj4Sl",4,1,"Higher cost of energy"
"R_Zkny5qD4yHYj4Sl",4,2,"Higher food items"
"R_PvuRDBrH8voOWcx",2,1,"Government furlough supported business & individuals"
"R_PvuRDBrH8voOWcx",2,2,"Government could not predict a pandemic"
"R_2rvyDW8LbmCOXoQ",3,1,"I'm not sure there is proof to validate that claim"
"R_2rvyDW8LbmCOXoQ",3,2,"I'm not sure the fault lies with the Government"
"R_1r1w5PwVIbioa0I",4,1,"Because the government decided the policy is the creator that burden"
"R_1r1w5PwVIbioa0I",4,2,"People with no economic status have fewer choices"
"R_1BVMAAumVpIXiLy",4,1,"Not taxing windfall profits."
"R_1BVMAAumVpIXiLy",4,2,"Not targeting enough extra help towards low paid key workers."
"R_1IbBKWjT33ck9VZ",4,1,"higher income people can afford to miss work"
"R_1IbBKWjT33ck9VZ",4,2,"low income hoispitality jobs went to the wall"
"R_T1pBnWOHv7IAl4R",4,1,"It’s easier for white collar workers to work remotely"
"R_T1pBnWOHv7IAl4R",4,2,"Less work for the poorer people made life difficult for them as there jobs do not lend to remote working"
"R_pgdli7ZeLkmWjTj",3,1,"Unsure, need to know more specifics"
"R_pgdli7ZeLkmWjTj",3,2,"As above"
"R_2zOsAEW9PzYlvAI",4,1,"Some knee-jerk reaction to newly emerging issues caused more problems than they solved"
"R_2zOsAEW9PzYlvAI",4,2,"Laissez-faire approach to financial approach to business problems resulted in fraud and overpayment on a huge scale"
"R_22G5DGcZB6o0PWG",3,1,"the government tried to help as many people as possibe"
"R_22G5DGcZB6o0PWG",3,2,"-99"
"R_2xDUvtDQ7N84JMB",4,1,"The government knew that shutting down hospitality sectors would drive the business into the ground"
"R_2xDUvtDQ7N84JMB",4,2,"The care sector suffered more covid infections because the government lied about sending patients into care homes.  This measure spread the infection"
"R_1rJ6kpPYg9apnRj",4,1,"Jobs for the boys attitude"
"R_1rJ6kpPYg9apnRj",4,2,"Have no idea how the general public live"
"R_cx8cnzXxdn9XmHD",5,1,"Lies"
"R_cx8cnzXxdn9XmHD",5,2,"Offering huge contracts to friends and relatives"
"R_tWjzV6tvqi3X5T3",4,1,"Profiteering has not been met by windfall taxation"
"R_tWjzV6tvqi3X5T3",4,2,"Poorer groups have suffered a great deal more than others"
"R_bErPgGFTb2NDZId",5,1,"The rich always benefit the most"
"R_bErPgGFTb2NDZId",5,2,"The government doesnt work for the poorer of society they work for the rich , you dont see poor Members of parliament only rich , they cant speak for the poorer people in society unless theyve stood in their shoes"
"R_3JxiomchzWA0BdZ",4,1,"Poor people were unable to follow all the precautions for isolating due to the need to go to work to earn money."
"R_3JxiomchzWA0BdZ",4,2,"The workers at the bottom of the chain were deemed to be disposable when it came to job losses"
"R_qOUw5MH9yXUH8rf",2,1,"everybody was given the same adcice"
"R_qOUw5MH9yXUH8rf",2,2,"some things were beyond the governments control"
"R_5oQPzp2gKXJohNL",3,1,"-99"
"R_5oQPzp2gKXJohNL",3,2,"-99"
"R_vN53HUHekqMl6OR",4,1,"Any government does not help lower-income people enough."
"R_vN53HUHekqMl6OR",4,2,"Politicians pander more to wealthier people."
"R_rqlZ6oTAsuEI5Bn",4,1,"Lots of retail establishments have suffered since the pandemic who also employ a lot of lower paid people"
"R_rqlZ6oTAsuEI5Bn",4,2,"The Goverment needn’t have shut everything down they should have protected the vulnerable but left the rest of us to carry on normally"
"R_26l6NY9G6JyEzyi",4,1,"No extra tax was charged from excess profits"
"R_26l6NY9G6JyEzyi",4,2,"Extra help should have been given to the poor"
"R_8uLprf6BwT7Jir7",3,1,"The government was not responsible for the pandemic"
"R_8uLprf6BwT7Jir7",3,2,"Lower income groups are generally more vulnerable to negative world events."
"R_3qPRj7EJMeThIyU",4,1,"Millions of pounds were thrown at pharmaceutical companies to try to find a vaccine as quickly as possible"
"R_3qPRj7EJMeThIyU",4,2,"The money could have been better spent assisting people with monetary assistance or food parcels"
"R_23VOKrEGa1vd5Xa",1,1,"Decisions made for everyone"
"R_23VOKrEGa1vd5Xa",1,2,"Huge allowances offered to everyone"
"R_1mPqeq5FeDIj7tf",2,1,"covid could affect anyone either rich or poor"
"R_1mPqeq5FeDIj7tf",2,2,"some businesses were probably going under just before covid arrived so no fault of the government"
"R_3lDdWofNXCMciFb",4,1,"Locked down more than necessary so affected lower income jobs"
"R_3lDdWofNXCMciFb",4,2,"No other reason"
"R_3GuFAwPyXRMsvMl",1,1,"Government cannot control the bigger picture or individuals morality- that is it can regulate and control at a  macro level but can't control the fractal and chaotic system that results."
"R_3GuFAwPyXRMsvMl",1,2,"Individuals need to be responsible for themselves. Life is inherently unequal and cannot be legislated to make differences disappear."
"R_2fq63xE0Qm5fVsx",2,1,"Covid did not discriminate between rich or poor, it hit more the medically vulnerable and elderly."
"R_2fq63xE0Qm5fVsx",2,2,"This county's government was not responsible for Covid and did the best they could with the unknown at the time."
"R_ZlAlx4VSY0Nqjcd",5,1,"Many lower income groups lost their jobs during the pandemic and there were no support payments for them as there were for the self-employed."
"R_ZlAlx4VSY0Nqjcd",5,2,"Of necessity, lower income groups lived in smaller homes with more people living in them - the lockdowns, although necessary, meant that the closer proximity of others meant they were more likely to contract Covid."
"R_2CCAKoPrnqLYw3e",5,1,"Health policy exposed vulnerable people to risk eg care home residents; poor areas tend to get worse health and other services"
"R_2CCAKoPrnqLYw3e",5,2,"Cronyism - contracts given to friends e.g. health supplies during the pandemic"
"R_3EciGTKDPJ041rx",4,1,"Too many lockdowns"
"R_3EciGTKDPJ041rx",4,2,"Scare mongering"
"R_3pr0wniCy0AdjN0",2,1,"Everything cannot be covered by the government"
"R_3pr0wniCy0AdjN0",2,2,"The pandemic was a first for all of us"
"R_Os6P9ARNARdPcWJ",1,1,"The goverment gave everyone 80% of their wage if laid off which we are all now having to pay back"
"R_Os6P9ARNARdPcWJ",1,2,"Some people do not want to be helped, some people believe working is for others"
"R_3nk0u6oykTZTCwa",4,1,"additions to benefits were not enough"
"R_3nk0u6oykTZTCwa",4,2,"Lower paid workers were more likely to use public transport, and therefore at greater risk of contracting the disease."
"R_Z9lb3419rDeNRkt",4,1,"People weren't able to control the situation."
"R_Z9lb3419rDeNRkt",4,2,"People with more money had some control."
"R_28AQHv6yUMi6sOu",4,1,"dont know"
"R_28AQHv6yUMi6sOu",4,2,"dont know"
"R_3HAZk57vN99pEH7",3,1,"Paying extra money to those already on benefits"
"R_3HAZk57vN99pEH7",3,2,"Not helping those of us that have high bills and low incomes"
"R_OEkRAyvlxiX3fSp",5,1,"cut backs in NHS spending"
"R_OEkRAyvlxiX3fSp",5,2,"kick backs to their buddies"
"R_27TKmzzZZY1bX74",2,1,"It was a unique situation and the government did their best"
"R_27TKmzzZZY1bX74",2,2,"Someone has to make difficult decisions and hindsight is a beautiful thing"
"R_Qgk0ualLUrfcfeN",3,1,"I don't think they were to blame they did support a lot of companies to pay their employees"
"R_Qgk0ualLUrfcfeN",3,2,"Some companies made major profit again not the government's fault"
"R_2Tw9tNttU4DqsNE",4,1,"They gave too many tax benefits to companies"
"R_2Tw9tNttU4DqsNE",4,2,"Government paid too much on furlough payments"
"R_2TFrFsk1fONyngZ",4,1,"Poor provision of PPE and safety measures for people in frontline work"
"R_2TFrFsk1fONyngZ",4,2,"Lower income groups were already in poorer health, so more vulnerable"
"R_1k14EpP4gf0j42z",5,1,"Wasted too much on their croni"
"R_1k14EpP4gf0j42z",5,2,"Bad decision making allowing larger companies to benefit from small company closures"
"R_2coT3W4Stsm5m0h",2,1,"There were plenty of higher income people/businesses which suffered during the pandemic, not just lower income groups and this was partly inevitable due to lockdown which was unavoidable"
"R_2coT3W4Stsm5m0h",2,2,"The Govt. subsidised many individuals and businesses during the pandemic."
"R_1OpCKSK0AsgnwCu",1,1,"Less well off received more help than middle earners"
"R_1OpCKSK0AsgnwCu",1,2,"The government negated economic hardships with huge handouts"
"R_2UhjzbqwGtmb6dh",1,1,"It was an unknown situation globally. Nobody knew how it would pan out."
"R_2UhjzbqwGtmb6dh",1,2,"We cannot blame the government for external issues. However much the left would like to."
"R_2dELCqGV5AY0wIE",3,1,"Government is not necessarily the blame for inequality"
"R_2dELCqGV5AY0wIE",3,2,"Current systems are corrupt, not necessarily just because of the pandemic"
"R_1pGXvThvfQqzZ8s",4,1,"Because some companies had the allowances from the government but still made huge profits"
"R_1pGXvThvfQqzZ8s",4,2,"The way they paid people was unfair"
"R_22QvpS3gYTE2ryo",5,1,"The government don’t care!"
"R_22QvpS3gYTE2ryo",5,2,"They have no idea what it’s like in the real world."
"R_27V8aQQJdivMnsa",2,1,"Individuals"
"R_27V8aQQJdivMnsa",2,2,"Company profits"
"R_3e1OzuO9fihTuya",4,1,"Ordered national lockdown so people who relied on jobs that could not be done from home, forcing people out exposed to risk, but had no choice but to work"
"R_3e1OzuO9fihTuya",4,2,"Businesses such as retail and food/drink that were forced to close under lockdown were forced to cut jobs"
"R_ZJmIAcJlg7ZoQ01",1,1,"Everyone treated the same"
"R_ZJmIAcJlg7ZoQ01",1,2,"Rich should not have same benefits"
"R_1ClJvfNyuAZwcKs",2,1,"Personal responsibility pre-covid a greater factor"
"R_1ClJvfNyuAZwcKs",2,2,"I think government failed in due diligence in ensuring handouts genuinely claimed and issued"
"R_1fm7rWZIkcBTDy5",2,1,"they did a good job of helping people"
"R_1fm7rWZIkcBTDy5",2,2,"easy to blame the government even if it wasn't their fault"
"R_6foZu900t3vH5gl",4,1,"they didn't have foresight as to how the pandemic could affect people"
"R_6foZu900t3vH5gl",4,2,"companies were allowed to profiteer unhindered"
"R_cHJ76VOz0PR3aJr",4,1,"Lack of government regulation"
"R_cHJ76VOz0PR3aJr",4,2,"No planning to deal with pandy"
"R_T2dcIZXKJo7aAiR",3,1,"Pandemic not anyone’s fault"
"R_T2dcIZXKJo7aAiR",3,2,"Pandemic was worldwide"
"R_YbrpntSmDAHeZt7",4,1,"Awarding lucrative contracts to old boy network who then got richer"
"R_YbrpntSmDAHeZt7",4,2,"Many lower income workers had to continue their front line work ie bus drivers, supermarket workers"
"R_RX4gT3ZJrfYT9VD",2,1,"Because the pandemic wasunexpected and not planned.it was difficult to see all the implications."
"R_RX4gT3ZJrfYT9VD",2,2,"The main impact was caused by the lockdowns and the lockdowns had to happen to get covid under control"
"R_2S2jfhZ89h5yEUH",3,1,"They treated equally"
"R_2S2jfhZ89h5yEUH",3,2,"Fair treatment"
"R_1He4cUA3WSLPpTz",3,1,"Unforeseen circumstances"
"R_1He4cUA3WSLPpTz",3,2,"Short timescale to make decisions"
"R_sRVNncZ1zYGt4Jj",4,1,"Remote workers not supported"
"R_sRVNncZ1zYGt4Jj",4,2,"Big companies taking advantage and not governed"
"R_3Di71TdE8PujcGt",2,1,"Individual responsibility"
"R_3Di71TdE8PujcGt",2,2,"Job losses also hit higher income"
"R_cGRX3vbqAbNHTSV",4,1,"The government has a responsibility to all citizens and the unequal burden was a result of an already existing inequality"
"R_cGRX3vbqAbNHTSV",4,2,"The pandemic was, to some extent, an unknown quantity."
